hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
AmeriTel Inn-Pocatello;Pattaya;2;https://traffickcam.com/images/2017/7/20160625_024101_CANMI4.jpg;Hotel 'AmeriTel Inn-Pocatello' at  Pattaya without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);695;4;0;1;0;1;1;0;0;0;0;0;3
Hotel Healdsburg;Jaco;1;https://traffickcam.com/images/2017/7/20160625_024928_F0ATQ7.jpg;Hotel 'Hotel Healdsburg' at  Jaco without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);863;2;0;1;0;0;1;0;1;1;0;1;6
Saint Patrick's Hotel;Tallinn;8;https://traffickcam.com/images/2017/7/20160625_030443_OL7LP1.jpg;Hotel 'Saint Patrick's Hotel' at  Tallinn with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);212;1;1;1;1;1;0;0;1;0;1;1;2
Hampton Inn & Suites Bay City;Hilton Head Island;6;https://traffickcam.com/images/2017/7/20160625_031100_JAODUH.jpg;Hotel 'Hampton Inn & Suites Bay City' at  Hilton Head Island with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);571;3;1;0;1;0;1;1;1;1;0;1;5
Holiday Inn Greenville;Velez Blanco;2;https://traffickcam.com/images/2017/7/20160625_034145_CSZ4FV.jpg;Hotel 'Holiday Inn Greenville' at  Velez Blanco with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);735;2;1;0;1;0;1;1;0;0;1;1;5
NH Collection Palacio de AvilAs;Nusa Penida;7;https://traffickcam.com/images/2017/7/20160625_035844_D40MVP.jpg;Hotel 'NH Collection Palacio de AvilAs' at  Nusa Penida with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);103;4;1;1;1;0;1;1;1;1;0;1;2
Fountain Court Apartments - EQ2;Wilton Manors;3;https://traffickcam.com/images/2017/7/20160625_042220_PJ0KR8.jpg;Hotel 'Fountain Court Apartments - EQ2' at  Wilton Manors without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);242;3;0;0;0;0;0;1;1;1;1;0;1
The Langham  Boston;London;4;https://traffickcam.com/images/2017/7/20160625_043611_6VCWCA.jpg;Hotel 'The Langham  Boston' at  London without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);318;1;0;0;1;1;1;1;0;0;1;1;6
Hotel Hacienda Jurica;Pargolovo;5;https://traffickcam.com/images/2017/7/20160625_043750_ASFKP6.jpg;Hotel 'Hotel Hacienda Jurica' at  Pargolovo with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);412;3;1;0;1;1;1;1;1;0;1;0;6
Queen Anne Inn;San Pedro de Alcantara;5;https://traffickcam.com/images/2017/7/20160625_044737_IDIJS4.jpg;Hotel 'Queen Anne Inn' at  San Pedro de Alcantara with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);228;4;1;1;1;0;0;1;0;0;0;1;5
Hotel Cimbel;Barcelona;9;https://traffickcam.com/images/2017/7/20160625_044801_S3V4EY.jpg;Hotel 'Hotel Cimbel' at  Barcelona without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);926;1;0;0;1;1;1;0;1;0;1;1;2
Outrigger Fiji Beach Resort;Tambaram;6;https://traffickcam.com/images/2017/7/20160625_045706_FTM8J5.jpg;Hotel 'Outrigger Fiji Beach Resort' at  Tambaram with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);144;3;1;1;0;0;1;0;1;1;0;0;1
Beachfront Hotel;Nanning;9;https://traffickcam.com/images/2017/7/20160625_051420_AXQI67.jpg;Hotel 'Beachfront Hotel' at  Nanning without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);571;5;0;0;0;1;0;0;1;1;1;1;5
Suburban Extended Stay Hotel;Antignana;1;https://traffickcam.com/images/2017/7/20160625_052059_E139Z0.jpg;Hotel 'Suburban Extended Stay Hotel' at  Antignana with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);455;5;1;0;1;1;0;0;0;1;0;1;5
Hotel Ferrari;Vrani;8;https://traffickcam.com/images/2017/7/20160625_052702_6MVD0C.jpg;Hotel 'Hotel Ferrari' at  Vrani without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);437;1;0;1;1;0;1;0;1;1;0;1;6
Best Western Grand Manor Inn;Ravensbourne;5;https://traffickcam.com/images/2017/7/20160625_055130_BHQM4M.jpg;Hotel 'Best Western Grand Manor Inn' at  Ravensbourne without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);704;2;0;0;1;1;0;0;0;1;0;0;5
Storm Meadows at Christie Base;Bogor;2;https://traffickcam.com/images/2017/7/20160625_060930_9601V1.jpg;Hotel 'Storm Meadows at Christie Base' at  Bogor with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);425;4;1;1;1;0;0;0;1;1;0;1;2
Lloyd's Baia Hotel;Dombay;3;https://traffickcam.com/images/2017/7/20160625_071512_R5727E.jpg;Hotel 'Lloyd's Baia Hotel' at  Dombay with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);160;5;1;0;0;1;0;1;0;0;0;0;5
Cerri Hotel;Sagaredzho;6;https://traffickcam.com/images/2017/7/20160625_093158_UVRWFV.jpg;Hotel 'Cerri Hotel' at  Sagaredzho without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);239;1;0;1;0;0;1;1;1;1;1;1;1
PhAnix Hotel - Aalborg;Kirovsk;1;https://traffickcam.com/images/2017/7/20160625_094519_SYN40U.jpg;Hotel 'PhAnix Hotel - Aalborg' at  Kirovsk with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);862;5;1;1;1;0;1;1;0;0;0;0;5
Vivanta by Taj - Whitefield  Bangalore;Tar;8;https://traffickcam.com/images/2017/7/20160625_095735_72P684.jpg;Hotel 'Vivanta by Taj - Whitefield  Bangalore' at  Tar without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);854;2;0;0;1;1;0;1;1;1;0;0;3
Fiesta Inn Queretaro;Tar;2;https://traffickcam.com/images/2017/7/20160625_111932_L6WRP9.jpg;Hotel 'Fiesta Inn Queretaro' at  Tar without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);811;4;0;1;1;1;1;0;1;0;0;0;2
Mercure Astoria Reggio Emilia;Yogyakarta;7;https://traffickcam.com/images/2017/7/20160625_114053_QXGQEA.jpg;Hotel 'Mercure Astoria Reggio Emilia' at  Yogyakarta with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);703;2;1;0;0;0;1;0;0;0;1;1;2
THe Hotel VolcAn Lanzarote;Cannes;3;https://traffickcam.com/images/2017/7/20160625_114740_HYE0LT.jpg;Hotel 'THe Hotel VolcAn Lanzarote' at  Cannes with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);328;1;1;0;0;0;0;0;1;1;0;1;1
Days Inn Sudbury;Paso;1;https://traffickcam.com/images/2017/7/20160625_120235_FM5MD0.jpg;Hotel 'Days Inn Sudbury' at  Paso without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);841;1;0;0;1;1;1;1;1;0;1;0;5
Cumulus Salo Hotel;Carino;6;https://traffickcam.com/images/2017/7/20160625_123035_7WZH8A.jpg;Hotel 'Cumulus Salo Hotel' at  Carino without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);420;3;0;0;1;0;0;0;0;1;0;1;2
Hotel Villas Resort;Konotop;10;https://traffickcam.com/images/2017/7/20160625_123913_G1Z7ZN.jpg;Hotel 'Hotel Villas Resort' at  Konotop without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);274;2;0;0;1;0;0;1;1;1;1;1;2
Comfort Suites Amish Country;Zlatibor;3;https://traffickcam.com/images/2017/7/20160625_130103_DU3CFQ.jpg;Hotel 'Comfort Suites Amish Country' at  Zlatibor with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);856;1;1;0;0;0;1;1;0;0;0;0;4
Americas Best Value Inn;Casselberry;3;https://traffickcam.com/images/2017/7/20160625_130332_KU3A9M.jpg;Hotel 'Americas Best Value Inn' at  Casselberry without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);331;2;0;1;0;1;1;0;0;1;1;1;3
Baymont Inn & Suites;Coquimbo;3;https://traffickcam.com/images/2017/7/20160625_131018_YAB75A.jpg;Hotel 'Baymont Inn & Suites' at  Coquimbo with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);609;1;1;0;0;0;0;0;0;1;1;1;3
Grupotel Molins;Cannes;6;https://traffickcam.com/images/2017/7/20160625_132552_EOOP4T.jpg;Hotel 'Grupotel Molins' at  Cannes with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);520;2;1;0;1;1;0;1;0;1;0;0;6
Alpha-Palmiers Hotel;Liznjan;3;https://traffickcam.com/images/2017/7/20160625_132649_O3EIQM.jpg;Hotel 'Alpha-Palmiers Hotel' at  Liznjan without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);357;5;0;0;0;0;1;0;1;1;0;0;1
Holiday Inn Express Princeton Southeast;Marbella;2;https://traffickcam.com/images/2017/7/20160625_134042_7OG42W.jpg;Hotel 'Holiday Inn Express Princeton Southeast' at  Marbella with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);862;3;1;1;1;0;0;1;1;0;0;1;3
Hotel Aura del Mar;Asheville;8;https://traffickcam.com/images/2017/7/20160625_140702_HY36OR.jpg;Hotel 'Hotel Aura del Mar' at  Asheville with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);660;5;1;0;1;0;1;1;1;0;0;0;2
Siroco's Rooms & Studios;Belgrade;6;https://traffickcam.com/images/2017/7/20160625_142126_IX0Q0M.jpg;Hotel 'Siroco's Rooms & Studios' at  Belgrade with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);892;5;1;1;1;0;1;1;0;0;0;0;1
Hotel Excelsior Magenta;Dubai City;4;https://traffickcam.com/images/2017/7/20160625_142746_MPPP0M.jpg;Hotel 'Hotel Excelsior Magenta' at  Dubai City with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);146;5;1;0;0;0;0;0;0;1;0;0;5
Stoney Creek St. Joseph;Podu Cosnii;8;https://traffickcam.com/images/2017/7/20160625_145728_XF56ZJ.jpg;Hotel 'Stoney Creek St. Joseph' at  Podu Cosnii with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);87;1;1;0;0;1;0;0;1;0;1;0;1
Red Lion Hotel Port Angeles;Novi Vinodolski;10;https://traffickcam.com/images/2017/7/20160625_150015_TT9EJ7.jpg;Hotel 'Red Lion Hotel Port Angeles' at  Novi Vinodolski with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);345;5;1;1;1;1;0;1;0;0;1;1;3
Albufeira Sol Hotel & Spa;Ubud;1;https://traffickcam.com/images/2017/7/20160625_150454_QKIGA0.jpg;Hotel 'Albufeira Sol Hotel & Spa' at  Ubud with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);885;5;1;1;0;1;0;1;1;0;1;1;4
Hilton Garden Inn West Lafayette Wabash Landing;Playa de Palma;9;https://traffickcam.com/images/2017/7/20160625_150807_3M3L29.jpg;Hotel 'Hilton Garden Inn West Lafayette Wabash Landing' at  Playa de Palma with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);604;5;1;1;1;1;1;1;0;1;1;0;4
LaCrosse Stoney Creek;Aljezur;2;https://traffickcam.com/images/2017/7/20160625_155210_PU2KGH.jpg;Hotel 'LaCrosse Stoney Creek' at  Aljezur with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);319;4;1;0;1;0;1;0;0;0;0;1;5
Hotel Brisamar Suites;Bavaro;9;https://traffickcam.com/images/2017/7/20160625_160803_O1GCB9.jpg;Hotel 'Hotel Brisamar Suites' at  Bavaro without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);820;1;0;1;0;0;0;1;0;0;1;1;5
Red Lion Hotel and Casino Elko;Paraty;3;https://traffickcam.com/images/2017/7/20160625_161058_IC12LD.jpg;Hotel 'Red Lion Hotel and Casino Elko' at  Paraty with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);977;4;1;1;0;1;1;1;1;0;0;0;4
Sunset Bungalows;Gldani;7;https://traffickcam.com/images/2017/7/20160625_161231_H05GLS.jpg;Hotel 'Sunset Bungalows' at  Gldani with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);982;2;1;1;1;0;1;0;1;1;1;1;2
Sheraton Hotel Newfoundland;Eslohe;4;https://traffickcam.com/images/2017/7/20160625_163508_PT36CQ.jpg;Hotel 'Sheraton Hotel Newfoundland' at  Eslohe without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);468;4;0;0;1;1;0;1;1;1;0;0;6
Mainsail Tampa Extended Stay;Nice;10;https://traffickcam.com/images/2017/7/20160625_164551_ND3Y2Y.jpg;Hotel 'Mainsail Tampa Extended Stay' at  Nice with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);935;2;1;0;1;0;0;1;1;0;1;1;1
Holyrood Aparthotel;Chicago;4;https://traffickcam.com/images/2017/7/20160625_165555_48FJV4.jpg;Hotel 'Holyrood Aparthotel' at  Chicago without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);549;1;0;1;1;1;1;0;1;1;0;1;6
Days Inn Galliano La;Sapa;6;https://traffickcam.com/images/2017/7/20160625_165834_HVLHQ6.jpg;Hotel 'Days Inn Galliano La' at  Sapa without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);82;2;0;0;0;0;1;1;0;0;0;0;3
Park Hyatt Mendoza;Vollerwiek;3;https://traffickcam.com/images/2017/7/20160625_170419_UZRM8D.jpg;Hotel 'Park Hyatt Mendoza' at  Vollerwiek with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);793;2;1;1;0;0;0;1;0;1;1;1;4
Holiday Inn Express Hotel and Suites Kinston;Malaga;8;https://traffickcam.com/images/2017/7/20160625_171930_W5O40N.jpg;Hotel 'Holiday Inn Express Hotel and Suites Kinston' at  Malaga with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);905;1;1;1;1;1;1;1;0;1;0;1;5
Comfort Inn & Suites;Sousmoulins;6;https://traffickcam.com/images/2017/7/20160625_174426_BXRMNN.jpg;Hotel 'Comfort Inn & Suites' at  Sousmoulins with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);177;5;1;1;0;0;0;0;1;1;0;0;1
Poiano Resort Apartments;Manderscheid;1;https://traffickcam.com/images/2017/7/20160625_175910_44O1P1.jpg;Hotel 'Poiano Resort Apartments' at  Manderscheid with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);199;3;1;0;0;1;0;1;1;1;0;0;2
Radisson Blu Hotel  Alesund;Championsgate;1;https://traffickcam.com/images/2017/7/20160625_181200_CVUPF6.jpg;Hotel 'Radisson Blu Hotel  Alesund' at  Championsgate with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);190;1;1;1;1;0;0;0;1;0;1;1;3
Fountaingrove Inn Hotel & Conference Center;Rovinj;8;https://traffickcam.com/images/2017/7/20160625_191002_BCZL8J.jpg;Hotel 'Fountaingrove Inn Hotel & Conference Center' at  Rovinj without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);784;5;0;0;0;0;0;1;1;0;0;1;6
GuestHouse Inn Sutherlin;Newport Beach;2;https://traffickcam.com/images/2017/7/20160625_192832_J1M6IA.jpg;Hotel 'GuestHouse Inn Sutherlin' at  Newport Beach without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);913;1;0;0;0;1;1;1;1;0;0;0;3
Maldron Hotel & Leisure Club Cardiff Lane;Riesa;1;https://traffickcam.com/images/2017/7/20160625_200100_DVL03G.jpg;Hotel 'Maldron Hotel & Leisure Club Cardiff Lane' at  Riesa without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);186;1;0;1;1;1;1;0;1;0;1;1;1
Audleys Wood Hotel;Lembruch;8;https://traffickcam.com/images/2017/7/20160625_201024_D4FQAY.jpg;Hotel 'Audleys Wood Hotel' at  Lembruch with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);246;5;1;1;1;1;0;1;0;1;1;1;4
Hotel Andorra;Nice;3;https://traffickcam.com/images/2017/7/20160625_201051_PFC0O4.jpg;Hotel 'Hotel Andorra' at  Nice without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);761;5;0;0;1;0;1;1;0;1;0;1;2
Chicago South Loop Hotel;Branson;10;https://traffickcam.com/images/2017/7/20160625_201320_QMJU6M.jpg;Hotel 'Chicago South Loop Hotel' at  Branson with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);177;5;1;0;1;1;1;0;1;1;1;0;4
Apartamentos Ferrer Tamarindos;Lembruch;10;https://traffickcam.com/images/2017/7/20160625_203609_1XGTRV.jpg;Hotel 'Apartamentos Ferrer Tamarindos' at  Lembruch without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);34;2;0;0;0;0;0;1;1;1;0;1;6
Country Inn & Suites By Carlson  Galesburg  IL;Crescent Beach;2;https://traffickcam.com/images/2017/7/20160625_204208_NJPHW5.jpg;Hotel 'Country Inn & Suites By Carlson  Galesburg  IL' at  Crescent Beach with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);941;5;1;0;0;1;0;0;1;1;0;0;1
Colonial Inn in Harbor Springs;Baleal;7;https://traffickcam.com/images/2017/7/20160625_204216_N3N5FA.jpg;Hotel 'Colonial Inn in Harbor Springs' at  Baleal without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);904;3;0;1;1;0;1;0;1;0;0;0;5
Dassia Chandris Hotel & Spa;Oosterhout;4;https://traffickcam.com/images/2017/7/20160625_205829_PUMKAX.jpg;Hotel 'Dassia Chandris Hotel & Spa' at  Oosterhout with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);59;1;1;0;0;0;0;1;1;1;0;0;6
Aparthotel Parque Tropical;Calvario;8;https://traffickcam.com/images/2017/7/20160625_205857_E2IKGL.jpg;Hotel 'Aparthotel Parque Tropical' at  Calvario with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);554;1;1;0;0;1;0;0;0;0;1;1;1
Precise Golf Resort El Rompido The Hotel;Oak Island;2;https://traffickcam.com/images/2017/7/20160625_210523_Z7HEAP.jpg;Hotel 'Precise Golf Resort El Rompido The Hotel' at  Oak Island without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);630;4;0;1;0;1;1;1;1;0;1;1;3
Courtyard by Marriott Richland - Columbia Point;Agia Galini;10;https://traffickcam.com/images/2017/7/20160625_210721_IG34IA.jpg;Hotel 'Courtyard by Marriott Richland - Columbia Point' at  Agia Galini with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);896;2;1;0;0;1;0;0;0;1;1;0;3
Fraser Suites Perth;Anapa;5;https://traffickcam.com/images/2017/7/20160625_211441_F9G1Q8.jpg;Hotel 'Fraser Suites Perth' at  Anapa without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);109;2;0;0;0;0;1;0;0;1;1;0;6
Hotel Santa Lucia;Formentera Island;10;https://traffickcam.com/images/2017/7/20160625_212206_QQUJIP.jpg;Hotel 'Hotel Santa Lucia' at  Formentera Island without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);337;5;0;0;1;0;1;1;0;1;0;1;3
